"BehaviorSpace results (NetLogo 5.3.1)"
"MyNamingGame.nlogo"
"experiment"
"09/02/2016 18:26:08:034 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","centrality","Robots?","[step]","stat_1000_robot_percent","stat_1000_remaining_colors","stat_2500_robot_percent","stat_2500_remaining_colors","stat_5000_robot_percent","stat_5000_remaining_colors","stat_gen_robot_percent"
"738","""betweenness-centrality""","29","1567","91.17647058823529","3","100","1","100","1","100"
"743","""betweenness-centrality""","29","721","100","1","100","1","100","1","100"
"742","""betweenness-centrality""","29","1742","97.05882352941177","2","100","1","100","1","100"
"744","""betweenness-centrality""","29","1309","97.05882352941177","2","100","1","100","1","100"
"746","""betweenness-centrality""","29","1148","100","2","100","1","100","1","100"
"745","""betweenness-centrality""","29","1482","94.11764705882354","3","100","1","100","1","100"
"747","""betweenness-centrality""","29","1108","100","2","100","1","100","1","100"
"750","""betweenness-centrality""","29","536","100","1","100","1","100","1","100"
"748","""betweenness-centrality""","29","2182","97.05882352941177","2","100","1","100","1","100"
"752","""betweenness-centrality""","29","883","100","1","100","1","100","1","100"
"751","""betweenness-centrality""","29","1339","97.05882352941177","2","100","1","100","1","100"
"753","""betweenness-centrality""","29","1485","97.05882352941177","2","100","1","100","1","100"
"755","""betweenness-centrality""","29","1059","100","2","100","1","100","1","100"
"749","""betweenness-centrality""","29","3633","91.17647058823529","5","97.05882352941177","3","100","1","100"
"758","""betweenness-centrality""","29","555","100","1","100","1","100","1","100"
"757","""betweenness-centrality""","29","1025","100","2","100","1","100","1","100"
"756","""betweenness-centrality""","29","1748","97.05882352941177","3","100","1","100","1","100"
"759","""betweenness-centrality""","29","1185","97.05882352941177","3","100","1","100","1","100"
"760","""betweenness-centrality""","29","1651","97.05882352941177","3","100","1","100","1","100"
"762","""betweenness-centrality""","29","526","100","1","100","1","100","1","100"
"754","""betweenness-centrality""","29","5045","94.11764705882354","4","97.05882352941177","2","100","2","100"
"761","""betweenness-centrality""","29","2213","94.11764705882354","3","100","1","100","1","100"
"763","""betweenness-centrality""","29","1347","94.11764705882354","3","100","1","100","1","100"
"766","""betweenness-centrality""","29","1076","97.05882352941177","3","100","1","100","1","100"
"765","""betweenness-centrality""","29","1823","85.29411764705883","5","100","1","100","1","100"
"767","""betweenness-centrality""","29","2080","94.11764705882354","3","100","1","100","1","100"
"768","""betweenness-centrality""","29","1647","94.11764705882354","4","100","1","100","1","100"
"764","""betweenness-centrality""","29","3643","94.11764705882354","3","97.05882352941177","2","100","1","100"
"769","""betweenness-centrality""","29","662","100","1","100","1","100","1","100"
"772","""betweenness-centrality""","29","1039","100","2","100","1","100","1","100"
"770","""betweenness-centrality""","29","1506","97.05882352941177","2","100","1","100","1","100"
"771","""betweenness-centrality""","29","1316","97.05882352941177","2","100","1","100","1","100"
"774","""betweenness-centrality""","29","718","100","1","100","1","100","1","100"
"776","""betweenness-centrality""","29","1036","100","2","100","1","100","1","100"
"775","""betweenness-centrality""","29","1364","97.05882352941177","3","100","1","100","1","100"
"777","""betweenness-centrality""","29","797","100","1","100","1","100","1","100"
"773","""betweenness-centrality""","29","2591","100","2","100","2","100","1","100"
"780","""betweenness-centrality""","29","1202","97.05882352941177","3","100","1","100","1","100"
"778","""betweenness-centrality""","29","1746","97.05882352941177","2","100","1","100","1","100"
"781","""betweenness-centrality""","29","1110","97.05882352941177","2","100","1","100","1","100"
"779","""betweenness-centrality""","29","1730","97.05882352941177","3","100","1","100","1","100"
"783","""betweenness-centrality""","29","1002","100","2","100","1","100","1","100"
"782","""betweenness-centrality""","29","1239","100","2","100","1","100","1","100"
"784","""betweenness-centrality""","29","1281","97.05882352941177","2","100","1","100","1","100"
"785","""betweenness-centrality""","29","1688","88.23529411764706","5","100","1","100","1","100"
"786","""betweenness-centrality""","29","1830","94.11764705882354","4","100","1","100","1","100"
"787","""betweenness-centrality""","29","1706","97.05882352941177","2","100","1","100","1","100"
"788","""betweenness-centrality""","29","1377","97.05882352941177","3","100","1","100","1","100"
"792","""betweenness-centrality""","29","1314","97.05882352941177","2","100","1","100","1","100"
"791","""betweenness-centrality""","29","2425","97.05882352941177","3","100","1","100","1","100"
"790","""betweenness-centrality""","29","2295","94.11764705882354","4","100","1","100","1","100"
"789","""betweenness-centrality""","29","3297","88.23529411764706","4","97.05882352941177","2","100","1","100"
"795","""betweenness-centrality""","29","577","100","1","100","1","100","1","100"
"793","""betweenness-centrality""","29","1340","97.05882352941177","2","100","1","100","1","100"
"794","""betweenness-centrality""","29","1979","97.05882352941177","2","100","1","100","1","100"
"798","""betweenness-centrality""","29","1493","97.05882352941177","2","100","1","100","1","100"
"797","""betweenness-centrality""","29","1412","100","2","100","1","100","1","100"
"800","""betweenness-centrality""","29","634","100","1","100","1","100","1","100"
"799","""betweenness-centrality""","29","749","100","1","100","1","100","1","100"
"796","""betweenness-centrality""","29","4383","91.17647058823529","5","97.05882352941177","2","100","1","100"
"801","""page-rank""","0","2121","0","5","0","1","0","1","0"
"802","""page-rank""","0","3698","0","6","0","3","0","1","0"
"803","""page-rank""","0","4098","0","6","0","2","0","1","0"
"806","""page-rank""","0","2229","0","6","0","1","0","1","0"
"805","""page-rank""","0","5880","0","6","0","2","0","2","0"
"807","""page-rank""","0","3270","0","6","0","3","0","1","0"
"808","""page-rank""","0","3039","0","5","0","3","0","1","0"
"809","""page-rank""","0","2308","0","5","0","1","0","1","0"
"804","""page-rank""","0","11527","0","3","0","3","0","3","0"
"811","""page-rank""","0","3007","0","5","0","3","0","1","0"
"810","""page-rank""","0","6501","0","7","0","2","0","3","0"
"813","""page-rank""","0","2704","0","5","0","2","0","1","0"
"812","""page-rank""","0","5482","0","4","0","2","0","2","0"
"814","""page-rank""","0","2284","0","4","0","1","0","1","0"
"816","""page-rank""","0","3330","0","7","0","3","0","1","0"
"817","""page-rank""","0","3447","0","7","0","4","0","1","0"
"815","""page-rank""","0","4403","0","7","0","5","0","1","0"
"820","""page-rank""","0","3508","0","5","0","2","0","1","0"
"822","""page-rank""","0","2574","0","3","0","2","0","1","0"
"821","""page-rank""","0","7095","0","5","0","5","0","3","0"
"824","""page-rank""","0","3036","0","4","0","4","0","1","0"
"818","""page-rank""","0","15647","0","3","0","3","0","2","0"
"819","""page-rank""","0","15464","0","4","0","2","0","2","0"
"825","""page-rank""","0","3034","0","3","0","3","0","1","0"
"827","""page-rank""","0","1892","0","6","0","1","0","1","0"
"826","""page-rank""","0","5860","0","5","0","3","0","2","0"
"829","""page-rank""","0","5934","0","3","0","2","0","2","0"
"828","""page-rank""","0","8212","0","5","0","3","0","3","0"
"832","""page-rank""","0","2081","0","2","0","1","0","1","0"
"830","""page-rank""","0","7133","0","7","0","2","0","3","0"
"823","""page-rank""","0","20382","0","5","0","3","0","3","0"
"831","""page-rank""","0","4053","0","7","0","3","0","1","0"
"833","""page-rank""","0","4326","0","5","0","3","0","1","0"
"835","""page-rank""","0","3645","0","5","0","4","0","1","0"
"837","""page-rank""","0","4953","0","4","0","2","0","1","0"
"834","""page-rank""","0","9428","0","6","0","4","0","3","0"
"838","""page-rank""","0","6592","0","6","0","5","0","4","0"
"840","""page-rank""","0","2357","0","5","0","1","0","1","0"
"836","""page-rank""","0","12376","0","4","0","2","0","2","0"
"843","""page-rank""","0","1983","0","5","0","1","0","1","0"
"839","""page-rank""","0","6484","0","5","0","4","0","2","0"
"842","""page-rank""","0","3038","0","4","0","2","0","1","0"
"841","""page-rank""","0","6033","0","5","0","3","0","3","0"
"847","""page-rank""","0","1155","0","3","0","1","0","1","0"
"845","""page-rank""","0","5309","0","4","0","2","0","2","0"
"848","""page-rank""","0","2684","0","4","0","3","0","1","0"
"849","""page-rank""","0","1877","0","4","0","1","0","1","0"
"850","""page-rank""","0","2257","0","4","0","1","0","1","0"
"844","""page-rank""","0","9402","0","4","0","3","0","3","0"
"853","""page-rank""","0","1775","0","4","0","1","0","1","0"
"851","""page-rank""","0","2929","0","6","0","3","0","1","0"
"846","""page-rank""","0","11223","0","5","0","4","0","3","0"
"854","""page-rank""","0","4476","0","3","0","3","0","1","0"
"856","""page-rank""","0","2229","0","5","0","1","0","1","0"
"855","""page-rank""","0","4799","0","3","0","2","0","1","0"
"857","""page-rank""","0","2740","0","6","0","3","0","1","0"
"852","""page-rank""","0","10336","0","5","0","4","0","2","0"
"860","""page-rank""","0","1840","0","4","0","1","0","1","0"
"858","""page-rank""","0","4813","0","5","0","4","0","1","0"
"861","""page-rank""","0","3600","0","5","0","3","0","1","0"
"862","""page-rank""","0","4418","0","3","0","4","0","1","0"
"864","""page-rank""","0","1944","0","3","0","1","0","1","0"
"863","""page-rank""","0","6194","0","6","0","4","0","2","0"
"859","""page-rank""","0","11220","0","6","0","3","0","2","0"
"866","""page-rank""","0","4048","0","6","0","4","0","1","0"
"865","""page-rank""","0","5687","0","6","0","3","0","3","0"
"870","""page-rank""","0","1996","0","5","0","1","0","1","0"
"869","""page-rank""","0","4074","0","7","0","2","0","1","0"
"871","""page-rank""","0","3244","0","5","0","3","0","1","0"
"872","""page-rank""","0","2183","0","4","0","1","0","1","0"
"867","""page-rank""","0","12173","0","5","0","3","0","3","0"
"874","""page-rank""","0","3600","0","5","0","2","0","1","0"
"875","""page-rank""","0","1652","0","5","0","1","0","1","0"
"876","""page-rank""","0","1299","0","4","0","1","0","1","0"
"873","""page-rank""","0","5613","0","4","0","4","0","3","0"
"868","""page-rank""","0","17080","0","7","0","3","0","3","0"
"879","""page-rank""","0","4804","0","5","0","2","0","1","0"
"877","""page-rank""","0","5651","0","6","0","4","0","3","0"
"880","""page-rank""","0","2393","0","5","0","1","0","1","0"
"878","""page-rank""","0","5738","0","8","0","5","0","3","0"
"883","""page-rank""","0","3203","0","5","0","2","0","1","0"
"884","""page-rank""","0","3943","0","5","0","3","0","1","0"
"885","""page-rank""","0","2422","0","5","0","1","0","1","0"
"882","""page-rank""","0","9707","0","4","0","4","0","3","0"
"886","""page-rank""","0","8285","0","2","0","3","0","3","0"
"887","""page-rank""","0","6956","0","5","0","2","0","3","0"
"888","""page-rank""","0","4093","0","4","0","3","0","1","0"
"881","""page-rank""","0","18440","0","6","0","4","0","3","0"
"892","""page-rank""","0","2652","0","5","0","2","0","1","0"
"891","""page-rank""","0","6734","0","5","0","4","0","2","0"
"889","""page-rank""","0","13047","0","4","0","2","0","3","0"
"894","""page-rank""","0","4985","0","4","0","3","0","1","0"
"893","""page-rank""","0","7595","0","6","0","3","0","3","0"
"896","""page-rank""","0","1625","0","4","0","1","0","1","0"
"890","""page-rank""","0","16698","0","4","0","4","0","2","0"
"895","""page-rank""","0","3821","0","5","0","3","0","1","0"
"897","""page-rank""","0","1921","0","5","0","1","0","1","0"
"899","""page-rank""","0","1937","0","3","0","1","0","1","0"
"901","""page-rank""","2","3617","8.823529411764707","7","0","2","0","1","0"
"900","""page-rank""","0","5457","0","6","0","3","0","2","0"
"898","""page-rank""","0","5833","0","6","0","3","0","3","0"
"904","""page-rank""","2","2770","5.882352941176471","6","5.882352941176471","3","0","1","0"
"902","""page-rank""","2","5465","17.647058823529413","6","0","4","5.882352941176471","3","0"
"905","""page-rank""","2","4305","8.823529411764707","5","2.9411764705882355","3","0","1","0"
"903","""page-rank""","2","7363","0","4","2.9411764705882355","3","11.764705882352942","4","0"
"909","""page-rank""","2","1859","0","4","0","1","0","1","0"
"906","""page-rank""","2","7944","35.294117647058826","5","32.35294117647059","5","58.8235294117647","3","100"
"908","""page-rank""","2","8354","0","6","0","3","5.882352941176471","4","0"
"907","""page-rank""","2","12048","0","4","0","4","14.705882352941176","2","0"
"910","""page-rank""","2","7173","5.882352941176471","5","8.823529411764707","5","5.882352941176471","4","0"
"911","""page-rank""","2","6712","2.9411764705882355","4","0","3","0","3","0"
"912","""page-rank""","2","2906","0","4","11.764705882352942","3","0","1","0"
"913","""page-rank""","2","3313","11.764705882352942","7","5.882352941176471","4","0","1","0"
"915","""page-rank""","2","7837","5.882352941176471","5","2.9411764705882355","4","2.9411764705882355","3","0"
"914","""page-rank""","2","10396","23.529411764705884","5","47.05882352941177","3","67.6470588235294","3","100"
"917","""page-rank""","2","6559","5.882352941176471","7","14.705882352941176","5","2.9411764705882355","3","0"
"920","""page-rank""","2","3316","5.882352941176471","5","2.9411764705882355","3","0","1","0"
"918","""page-rank""","2","4538","8.823529411764707","4","0","2","0","1","0"
"921","""page-rank""","2","1107","5.882352941176471","3","0","1","0","1","0"
"919","""page-rank""","2","4432","0","5","2.9411764705882355","3","0","1","0"
"916","""page-rank""","2","16166","26.470588235294116","5","29.41176470588235","2","20.58823529411765","2","0"
"923","""page-rank""","2","3977","58.8235294117647","6","82.3529411764706","4","100","1","100"
"922","""page-rank""","2","8811","2.9411764705882355","5","2.9411764705882355","5","0","2","0"
"926","""page-rank""","2","7191","23.529411764705884","7","44.11764705882353","5","2.9411764705882355","3","0"
"925","""page-rank""","2","9807","0","7","5.882352941176471","4","0","2","0"
"927","""page-rank""","2","4801","2.9411764705882355","5","5.882352941176471","4","0","1","0"
"924","""page-rank""","2","12942","14.705882352941176","6","44.11764705882353","6","61.76470588235294","4","100"
"929","""page-rank""","2","4609","2.9411764705882355","4","52.94117647058823","4","100","1","100"
"928","""page-rank""","2","6938","2.9411764705882355","6","2.9411764705882355","4","20.58823529411765","3","0"
"933","""page-rank""","2","1331","5.882352941176471","5","0","1","0","1","0"
"931","""page-rank""","2","7079","0","5","5.882352941176471","5","17.647058823529413","4","0"
"930","""page-rank""","2","10318","23.529411764705884","6","41.1764705882353","4","76.47058823529412","4","100"
"935","""page-rank""","2","3926","0","4","0","3","0","1","0"
"934","""page-rank""","2","5230","5.882352941176471","4","11.764705882352942","4","5.882352941176471","3","0"
"936","""page-rank""","2","3498","8.823529411764707","5","2.9411764705882355","3","0","1","0"
"938","""page-rank""","2","3736","11.764705882352942","7","55.88235294117647","4","100","1","100"
"932","""page-rank""","2","12696","0","5","0","3","5.882352941176471","3","0"
"939","""page-rank""","2","5726","70.58823529411765","6","29.41176470588235","2","79.41176470588235","2","100"
"937","""page-rank""","2","8754","8.823529411764707","7","32.35294117647059","4","85.29411764705883","2","100"
"941","""page-rank""","2","4829","2.9411764705882355","3","8.823529411764707","4","0","1","0"
"943","""page-rank""","2","4939","0","4","2.9411764705882355","4","0","1","0"
"944","""page-rank""","2","4519","8.823529411764707","5","0","3","0","1","0"
"942","""page-rank""","2","8301","0","8","8.823529411764707","5","47.05882352941177","3","0"
"940","""page-rank""","2","12641","0","5","23.529411764705884","5","38.23529411764706","4","100"
"947","""page-rank""","2","3861","2.9411764705882355","4","23.529411764705884","4","0","1","0"
"949","""page-rank""","2","2586","0","5","0","2","0","1","0"
"945","""page-rank""","2","9878","0","5","14.705882352941176","4","58.8235294117647","3","0"
"946","""page-rank""","2","9628","32.35294117647059","6","38.23529411764706","4","64.70588235294117","3","0"
"952","""page-rank""","2","2415","11.764705882352942","5","0","1","0","1","0"
"948","""page-rank""","2","11189","26.470588235294116","5","0","2","2.9411764705882355","3","0"
"954","""page-rank""","2","3018","0","4","0","3","0","1","0"
"953","""page-rank""","2","3995","2.9411764705882355","5","14.705882352941176","4","0","1","0"
"951","""page-rank""","2","8519","2.9411764705882355","6","2.9411764705882355","5","0","4","0"
"956","""page-rank""","2","1936","0","4","0","1","0","1","0"
"955","""page-rank""","2","4417","2.9411764705882355","6","0","3","0","1","0"
"950","""page-rank""","2","19991","35.294117647058826","6","91.17647058823529","2","85.29411764705883","2","100"
"957","""page-rank""","2","6728","2.9411764705882355","5","61.76470588235294","5","79.41176470588235","3","100"
"958","""page-rank""","2","6335","2.9411764705882355","5","5.882352941176471","4","0","2","0"
"960","""page-rank""","2","6659","23.529411764705884","5","61.76470588235294","4","85.29411764705883","2","100"
"963","""page-rank""","2","3423","8.823529411764707","8","58.8235294117647","4","100","1","100"
"959","""page-rank""","2","14496","0","4","0","3","0","3","0"
"962","""page-rank""","2","8587","0","7","0","4","5.882352941176471","4","0"
"964","""page-rank""","2","10537","8.823529411764707","7","8.823529411764707","4","0","3","0"
"965","""page-rank""","2","10632","5.882352941176471","5","0","3","0","3","0"
"961","""page-rank""","2","25252","0","6","0","2","8.823529411764707","4","100"
"967","""page-rank""","2","4041","8.823529411764707","6","0","2","0","1","0"
"966","""page-rank""","2","16483","8.823529411764707","6","8.823529411764707","4","0","3","0"
"968","""page-rank""","2","7305","0","5","14.705882352941176","5","2.9411764705882355","3","0"
"970","""page-rank""","2","6228","55.88235294117647","6","73.52941176470588","4","85.29411764705883","2","100"
"969","""page-rank""","2","7860","0","5","0","3","8.823529411764707","4","0"
"974","""page-rank""","2","2763","8.823529411764707","5","85.29411764705883","2","100","1","100"
"971","""page-rank""","2","7895","5.882352941176471","5","2.9411764705882355","4","2.9411764705882355","3","0"
"975","""page-rank""","2","2506","2.9411764705882355","6","5.882352941176471","3","0","1","0"
"973","""page-rank""","2","10093","20.58823529411765","5","17.647058823529413","4","55.88235294117647","3","100"
"972","""page-rank""","2","14730","5.882352941176471","5","5.882352941176471","5","2.9411764705882355","3","0"
"977","""page-rank""","2","5555","8.823529411764707","9","2.9411764705882355","3","0","2","0"
"978","""page-rank""","2","3575","8.823529411764707","8","20.58823529411765","6","100","1","100"
"979","""page-rank""","2","2332","2.9411764705882355","6","0","1","0","1","0"
"982","""page-rank""","2","970","0","1","0","1","0","1","0"
"981","""page-rank""","2","3808","26.470588235294116","5","5.882352941176471","3","0","1","0"
"980","""page-rank""","2","4703","0","3","2.9411764705882355","3","0","1","0"
"976","""page-rank""","2","13251","14.705882352941176","5","2.9411764705882355","3","20.58823529411765","4","100"
"983","""page-rank""","2","4311","0","5","0","4","0","1","0"
"987","""page-rank""","2","888","0","1","0","1","0","1","0"
"986","""page-rank""","2","2947","44.11764705882353","4","88.23529411764706","3","100","1","100"
"985","""page-rank""","2","4746","0","5","2.9411764705882355","3","0","1","0"
"989","""page-rank""","2","3518","5.882352941176471","6","17.647058823529413","4","0","1","0"
"988","""page-rank""","2","8753","2.9411764705882355","7","2.9411764705882355","5","0","2","0"
"984","""page-rank""","2","15501","26.470588235294116","5","82.3529411764706","4","91.17647058823529","3","100"
"990","""page-rank""","2","9702","0","8","0","4","11.764705882352942","4","0"
"993","""page-rank""","2","3256","20.58823529411765","7","67.6470588235294","3","100","1","100"
"991","""page-rank""","2","11327","8.823529411764707","5","0","3","50","3","100"
"992","""page-rank""","2","7233","5.882352941176471","9","5.882352941176471","5","0","2","0"
"996","""page-rank""","2","2282","0","4","0","1","0","1","0"
"995","""page-rank""","2","8043","23.529411764705884","5","5.882352941176471","3","5.882352941176471","4","0"
"997","""page-rank""","2","4338","8.823529411764707","6","0","3","0","1","0"
"1000","""page-rank""","2","1766","2.9411764705882355","4","0","1","0","1","0"
"1001","""page-rank""","15","867","100","1","100","1","100","1","100"
"998","""page-rank""","2","8066","2.9411764705882355","6","2.9411764705882355","3","0","3","0"
"999","""page-rank""","2","7590","8.823529411764707","7","2.9411764705882355","4","73.52941176470588","3","100"
"1002","""page-rank""","15","3440","91.17647058823529","4","94.11764705882354","3","100","1","100"
"994","""page-rank""","2","19357","0","4","0","4","5.882352941176471","3","0"
"1004","""page-rank""","15","1276","97.05882352941177","3","100","1","100","1","100"
"1003","""page-rank""","15","1650","91.17647058823529","4","100","1","100","1","100"
"1005","""page-rank""","15","1782","73.52941176470588","6","100","1","100","1","100"
"1007","""page-rank""","15","1387","91.17647058823529","4","100","1","100","1","100"
"1006","""page-rank""","15","1860","82.3529411764706","5","100","1","100","1","100"
"1008","""page-rank""","15","2099","91.17647058823529","4","100","1","100","1","100"
"1010","""page-rank""","15","1551","79.41176470588235","5","100","1","100","1","100"
"1011","""page-rank""","15","2006","94.11764705882354","4","100","1","100","1","100"
"1012","""page-rank""","15","1661","94.11764705882354","3","100","1","100","1","100"
"1013","""page-rank""","15","1557","91.17647058823529","4","100","1","100","1","100"
"1009","""page-rank""","15","4860","91.17647058823529","2","97.05882352941177","2","100","1","100"
"1014","""page-rank""","15","2499","88.23529411764706","4","100","1","100","1","100"
"1015","""page-rank""","15","1930","94.11764705882354","4","100","1","100","1","100"
"1016","""page-rank""","15","2116","97.05882352941177","2","100","1","100","1","100"
"1018","""page-rank""","15","1498","88.23529411764706","4","100","1","100","1","100"
"1017","""page-rank""","15","3012","91.17647058823529","5","97.05882352941177","2","100","1","100"
"1019","""page-rank""","15","1855","79.41176470588235","4","100","1","100","1","100"
"1020","""page-rank""","15","2709","91.17647058823529","4","97.05882352941177","2","100","1","100"
"1023","""page-rank""","15","815","100","1","100","1","100","1","100"
"1022","""page-rank""","15","1496","97.05882352941177","2","100","1","100","1","100"
"1021","""page-rank""","15","2491","88.23529411764706","4","100","1","100","1","100"
"1025","""page-rank""","15","1419","88.23529411764706","5","100","1","100","1","100"
"1024","""page-rank""","15","1605","79.41176470588235","5","100","1","100","1","100"
"1026","""page-rank""","15","1257","88.23529411764706","5","100","1","100","1","100"
"1027","""page-rank""","15","1380","91.17647058823529","3","100","1","100","1","100"
"1029","""page-rank""","15","1511","91.17647058823529","2","100","1","100","1","100"
"1030","""page-rank""","15","1184","85.29411764705883","5","100","1","100","1","100"
"1031","""page-rank""","15","1760","97.05882352941177","3","100","1","100","1","100"
"1028","""page-rank""","15","2678","76.47058823529412","4","94.11764705882354","2","100","1","100"
"1033","""page-rank""","15","1069","97.05882352941177","2","100","1","100","1","100"
"1034","""page-rank""","15","1070","97.05882352941177","3","100","1","100","1","100"
"1032","""page-rank""","15","1966","94.11764705882354","4","100","1","100","1","100"
"1035","""page-rank""","15","1045","100","2","100","1","100","1","100"
"1037","""page-rank""","15","1025","100","2","100","1","100","1","100"
"1036","""page-rank""","15","1136","100","2","100","1","100","1","100"
"1041","""page-rank""","15","879","100","1","100","1","100","1","100"
"1039","""page-rank""","15","1412","97.05882352941177","3","100","1","100","1","100"
"1040","""page-rank""","15","1243","91.17647058823529","4","100","1","100","1","100"
"1038","""page-rank""","15","2997","88.23529411764706","6","97.05882352941177","2","100","1","100"
"1044","""page-rank""","15","1221","91.17647058823529","2","100","1","100","1","100"
"1042","""page-rank""","15","1964","97.05882352941177","2","100","1","100","1","100"
"1043","""page-rank""","15","1593","91.17647058823529","5","100","1","100","1","100"
"1045","""page-rank""","15","1482","94.11764705882354","4","100","1","100","1","100"
"1046","""page-rank""","15","2183","91.17647058823529","4","100","1","100","1","100"
"1047","""page-rank""","15","2085","79.41176470588235","6","100","1","100","1","100"
"1049","""page-rank""","15","1772","94.11764705882354","3","100","1","100","1","100"
"1048","""page-rank""","15","3220","82.3529411764706","5","97.05882352941177","2","100","1","100"
"1050","""page-rank""","15","1544","91.17647058823529","4","100","1","100","1","100"
"1051","""page-rank""","15","912","100","1","100","1","100","1","100"
"1053","""page-rank""","15","1640","94.11764705882354","3","100","1","100","1","100"
"1052","""page-rank""","15","3032","85.29411764705883","6","91.17647058823529","4","100","1","100"
"1055","""page-rank""","15","2123","82.3529411764706","5","100","1","100","1","100"
"1054","""page-rank""","15","2294","85.29411764705883","7","100","1","100","1","100"
"1057","""page-rank""","15","1288","97.05882352941177","3","100","1","100","1","100"
"1056","""page-rank""","15","1556","94.11764705882354","4","100","1","100","1","100"
"1059","""page-rank""","15","1223","91.17647058823529","4","100","1","100","1","100"
"1058","""page-rank""","15","1788","91.17647058823529","3","100","1","100","1","100"
"1061","""page-rank""","15","1254","91.17647058823529","5","100","1","100","1","100"
"1062","""page-rank""","15","2376","91.17647058823529","5","100","1","100","1","100"
"1063","""page-rank""","15","2574","79.41176470588235","5","97.05882352941177","2","100","1","100"
"1064","""page-rank""","15","1774","94.11764705882354","3","100","1","100","1","100"
"1066","""page-rank""","15","1172","97.05882352941177","3","100","1","100","1","100"
"1065","""page-rank""","15","2024","91.17647058823529","3","100","1","100","1","100"
"1060","""page-rank""","15","5532","79.41176470588235","3","97.05882352941177","2","97.05882352941177","2","100"
"1067","""page-rank""","15","1925","97.05882352941177","3","100","1","100","1","100"
"1068","""page-rank""","15","1475","97.05882352941177","2","100","1","100","1","100"
"1069","""page-rank""","15","2421","76.47058823529412","6","100","1","100","1","100"
"1072","""page-rank""","15","2022","88.23529411764706","5","100","1","100","1","100"
"1071","""page-rank""","15","2858","76.47058823529412","6","97.05882352941177","2","100","1","100"
"1070","""page-rank""","15","4674","88.23529411764706","6","97.05882352941177","3","100","1","100"
"1073","""page-rank""","15","1979","88.23529411764706","4","100","1","100","1","100"
"1076","""page-rank""","15","1057","97.05882352941177","3","100","1","100","1","100"
"1074","""page-rank""","15","2329","91.17647058823529","4","100","1","100","1","100"
"1075","""page-rank""","15","2618","94.11764705882354","4","97.05882352941177","2","100","1","100"
"1077","""page-rank""","15","3030","76.47058823529412","4","97.05882352941177","2","100","1","100"
"1078","""page-rank""","15","2793","91.17647058823529","5","97.05882352941177","2","100","1","100"
"1082","""page-rank""","15","854","100","1","100","1","100","1","100"
"1080","""page-rank""","15","2023","91.17647058823529","2","100","1","100","1","100"
"1081","""page-rank""","15","1695","88.23529411764706","5","100","1","100","1","100"
"1079","""page-rank""","15","3407","88.23529411764706","4","91.17647058823529","4","100","1","100"
"1085","""page-rank""","15","1179","88.23529411764706","4","100","1","100","1","100"
"1084","""page-rank""","15","1515","94.11764705882354","3","100","1","100","1","100"
"1083","""page-rank""","15","2298","73.52941176470588","4","100","1","100","1","100"
"1087","""page-rank""","15","1155","94.11764705882354","3","100","1","100","1","100"
"1086","""page-rank""","15","2106","91.17647058823529","5","100","1","100","1","100"
"1089","""page-rank""","15","1854","94.11764705882354","3","100","1","100","1","100"
"1090","""page-rank""","15","1353","97.05882352941177","3","100","1","100","1","100"
"1088","""page-rank""","15","2237","79.41176470588235","5","100","1","100","1","100"
"1091","""page-rank""","15","1967","94.11764705882354","3","100","1","100","1","100"
"1092","""page-rank""","15","1848","88.23529411764706","5","100","1","100","1","100"
"1093","""page-rank""","15","1542","97.05882352941177","3","100","1","100","1","100"
"1094","""page-rank""","15","1888","97.05882352941177","3","100","1","100","1","100"
"1096","""page-rank""","15","1859","76.47058823529412","6","100","1","100","1","100"
"1097","""page-rank""","15","1838","91.17647058823529","4","100","1","100","1","100"
"1098","""page-rank""","15","1236","94.11764705882354","3","100","1","100","1","100"
"1095","""page-rank""","15","2892","88.23529411764706","4","97.05882352941177","3","100","1","100"
"1102","""page-rank""","29","684","100","1","100","1","100","1","100"
"1099","""page-rank""","15","1155","97.05882352941177","3","100","1","100","1","100"
"1103","""page-rank""","29","616","100","1","100","1","100","1","100"
"1104","""page-rank""","29","953","100","1","100","1","100","1","100"
"1100","""page-rank""","15","3595","79.41176470588235","5","97.05882352941177","2","100","1","100"
"1101","""page-rank""","29","3678","94.11764705882354","4","97.05882352941177","2","100","1","100"
"1105","""page-rank""","29","1903","97.05882352941177","2","100","1","100","1","100"
"1106","""page-rank""","29","2254","91.17647058823529","4","100","1","100","1","100"
"1109","""page-rank""","29","1234","94.11764705882354","4","100","1","100","1","100"
"1108","""page-rank""","29","1303","97.05882352941177","2","100","1","100","1","100"
"1107","""page-rank""","29","2407","97.05882352941177","2","100","1","100","1","100"
"1111","""page-rank""","29","1493","88.23529411764706","5","100","1","100","1","100"
"1112","""page-rank""","29","1550","97.05882352941177","2","100","1","100","1","100"
"1110","""page-rank""","29","2339","88.23529411764706","4","100","1","100","1","100"
"1113","""page-rank""","29","1942","97.05882352941177","2","100","1","100","1","100"
"1114","""page-rank""","29","814","100","1","100","1","100","1","100"
"1117","""page-rank""","29","1972","97.05882352941177","3","100","1","100","1","100"
"1115","""page-rank""","29","2743","97.05882352941177","2","97.05882352941177","3","100","1","100"
"1116","""page-rank""","29","3074","91.17647058823529","5","97.05882352941177","2","100","1","100"
